id,sex,year,week,date,sample_county,north,east,survey_county,m_north,m_east
BI409122,Hona,2022,37,2022-09-12,Gävleborgs län,6856841,541943,Gävleborgs län,6855385.0625,543395.6875
BI419632,Hane,2022,36,2022-09-11,Gävleborgs län,6849369,554309,Gävleborgs län,6854717.47368421,551696.1578947369
BI416535,Hane,2022,36,2022-09-10,Gävleborgs län,6845090,530923,Gävleborgs län,6863533,525910.6
BI409225,Hona,2022,36,2022-09-11,Gävleborgs län,6765981,592892,Gävleborgs län,6771301.666666667,595957.7777777778
BI419668,Hane,2022,37,2022-09-12,Gävleborgs län,6835561,512148,Gävleborgs län,6837880.25,512999.375
BI419705,Hona,2022,36,2022-09-10,Gävleborgs län,6760489,582605,Gävleborgs län,6762575,582847.6666666666
BI419116,Hane,2022,36,2022-09-07,Dalarnas län,6802075,473210,Dalarnas län,6802075,473210
BI419346,Hane,2022,37,2022-09-12,Dalarnas län,6772181,495913,Dalarnas län,6768045.714285715,493162.5714285714
BI419416,Hane,2022,36,2022-09-08,Dalarnas län,6796029,517464,Dalarnas län,6796908.333333333,516672.6666666667
BI419623,Hane,2022,36,2022-09-11,Gävleborgs län,6700087,600318,Gävleborgs län,6700726.8,602882.6
BI409242,Hane,2022,36,2022-09-11,Gävleborgs län,6849265,503908,Gävleborgs län,6840814.823529412,507171.9411764706
BI419373,Hane,2022,36,2022-09-10,Dalarnas län,6741586,412717,Dalarnas län,6750142.75,409422.75
BI419682,Hona,2022,36,2022-09-05,Gävleborgs län,6853096,533558,Gävleborgs län,6849469.666666667,538043.6666666666
BI419601,Hane,2022,36,2022-09-09,Gävleborgs län,6783025,605454,Gävleborgs län,6784721.25,603397.5
BI419649,Hona,2022,37,2022-09-12,Gävleborgs län,6836109,510717,Gävleborgs län,6836590.1,510767.7
BI419368,Hona,2022,36,2022-09-11,Dalarnas län,6791783,478750,Dalarnas län,6793048.307692308,480609.23076923075
BI419705,Hona,2022,36,2022-09-09,Gävleborgs län,6759741,582019,Gävleborgs län,6762575,582847.6666666666
BI419621,Hona,2022,36,2022-09-10,Gävleborgs län,6857456,538595,Gävleborgs län,6858258.363636363,534592
BI419707,Hane,2022,36,2022-09-10,Gävleborgs län,6826234,515207,Gävleborgs län,6826852.454545454,513444.0909090909
BI419642,Hona,2022,37,2022-09-13,Gävleborgs län,6850668,513141,Gävleborgs län,6846957.7,511995.5
BI419650,Hane,2022,35,2022-09-01,Gävleborgs län,6905701,537461,Gävleborgs län,6904581.25,538505.5
BI419574,Hane,2022,37,2022-09-12,Gävleborgs län,6835473,512168,Gävleborgs län,6839483.25,511841.5
BI419288,Hane,2022,36,2022-09-11,Gävleborgs län,6824156,528646,Gävleborgs län,6817384.5,530952.5
BI419668,Hane,2022,37,2022-09-12,Gävleborgs län,6845236,510524,Gävleborgs län,6837880.25,512999.375
BI419445,Hona,2022,37,2022-09-12,Dalarnas län,6822335,477744,Dalarnas län,6820737,475405
BI080392,Hona,2022,37,2022-09-12,Gävleborgs län,6880744,530690,Gävleborgs län,6877707.714285715,532375.619047619
BI419337,Hona,2022,37,2022-09-12,Dalarnas län,6775386,523620,Dalarnas län,6782228.333333333,520652.1666666667
BI419565,Hona,2022,36,2022-09-11,Dalarnas län,6822636,509267,Dalarnas län,6821189.1,511703.1
BI419375,Hona,2022,36,2022-09-11,Dalarnas län,6721905,512867,Dalarnas län,6724824.166666667,512581.3333333333
BI409067,Hane,2022,37,2022-09-12,Gävleborgs län,6826486,512720,Gävleborgs län,6831199.166666667,501757.4166666667
BI419370,Hona,2022,36,2022-09-10,Dalarnas län,6761457,492871,Dalarnas län,6764058.705882353,488093.35294117645
BI419577,Hona,2022,36,2022-09-11,Gävleborgs län,6849089,524144,Gävleborgs län,6848327,519052.5
BI419706,Hona,2022,36,2022-09-11,Gävleborgs län,6835561,512148,Gävleborgs län,6837119.7894736845,511228.5789473684
BI407007,Hona,2022,37,2022-09-12,Dalarnas län,6868039,399380,Dalarnas län,6869827.571428572,398532.5714285714
BI419724,Hona,2022,37,2022-09-12,Gävleborgs län,6829837,544416,Gävleborgs län,6830138,544541
BI419567,Hane,2022,36,2022-09-10,Gävleborgs län,6884451,535308,Gävleborgs län,6877191.5,536603.5
BI419573,Hona,2022,36,2022-09-10,Gävleborgs län,6847065,536059,Gävleborgs län,6840647.4,542110.2
BI419370,Hona,2022,36,2022-09-10,Dalarnas län,6761561,493005,Dalarnas län,6764058.705882353,488093.35294117645
BI408956,Hona,2022,37,2022-09-12,Dalarnas län,6790404,488618,Dalarnas län,6793218.285714285,489275.1785714286
BI419723,Hane,2022,37,2022-09-12,Gävleborgs län,6845235,510523,Gävleborgs län,6845235,510523
BI080223,Hona,2022,37,2022-09-13,Gävleborgs län,6847335,506397,Gävleborgs län,6847981.181818182,508729.36363636365
BI409375,Hona,2022,37,2022-09-12,Gävleborgs län,6848895,549882,Gävleborgs län,6844187.1,546231.3
BI419657,Hona,2022,36,2022-09-09,Gävleborgs län,6859997,521415,Gävleborgs län,6860374.428571428,524497.2857142857
BI409235,Hona,2022,37,2022-09-12,Gävleborgs län,6758902,585511,Gävleborgs län,6762540.75,584875.5
BI408956,Hona,2022,37,2022-09-12,Dalarnas län,6788458,489171,Dalarnas län,6793218.285714285,489275.1785714286
BI409264,Hona,2022,37,2022-09-12,Gävleborgs län,6799462,544450,Gävleborgs län,6799471.833333333,546583.9166666666
BI419333,Hona,2022,36,2022-09-11,Dalarnas län,6727379,540971,Dalarnas län,6731146.038461538,532198.9615384615
BI409200,Hona,2022,36,2022-09-09,Gävleborgs län,6848572,513407,Gävleborgs län,6855119.25,513083.625
BI419589,Hane,2022,37,2022-09-12,Gävleborgs län,6869933,508233,Gävleborgs län,6865277.7,520805.3
BI419439,Hona,2022,36,2022-09-11,Dalarnas län,6808593,469001,Dalarnas län,6808652.583333333,469923.0833333333
BI419435,Hane,2022,36,2022-09-10,Dalarnas län,6823418,478276,Dalarnas län,6823418,478276
BI419721,Hona,2022,37,2022-09-12,Gävleborgs län,6821997,562206,Gävleborgs län,6821997,562206
BI409240,Hona,2022,36,2022-09-11,Dalarnas län,6821051,467278,Dalarnas län,6815940.5,466865.75
BI419615,Hona,2022,36,2022-09-10,Gävleborgs län,6848589,513440,Gävleborgs län,6845030.75,513972.5
BI409122,Hona,2022,37,2022-09-12,Gävleborgs län,6856191,535319,Gävleborgs län,6855385.0625,543395.6875
BI416012,Hane,2022,36,2022-09-09,Gävleborgs län,6873048,505868,Gävleborgs län,6871322,506065.75
BI409310,Hona,2022,36,2022-09-11,Dalarnas län,6772669,451840,Dalarnas län,6769905.833333333,452305.8333333333
BI418788,Hona,2022,37,2022-09-12,Dalarnas län,6810359,387562,Dalarnas län,6805555.444444444,389075.1111111111
BI419440,Hona,2022,36,2022-09-11,Dalarnas län,6703565,503318,Dalarnas län,6703852.6,501987.3333333333
BI419400,Hane,2022,36,2022-09-05,Dalarnas län,6820362,432288,Dalarnas län,6820362,432288
BI419642,Hona,2022,36,2022-09-09,Gävleborgs län,6848312,513049,Gävleborgs län,6846957.7,511995.5
BI419590,Hane,2022,36,2022-09-10,Gävleborgs län,6784202,608011,Gävleborgs län,6783601.666666667,605578.6666666666
BI408998,Hona,2022,36,2022-09-11,Dalarnas län,6765695,514223,Dalarnas län,6767916.583333333,516633.5833333333
BI419588,Hane,2022,36,2022-09-10,Gävleborgs län,6857454,538586,Gävleborgs län,6858923.578947368,533574.6842105263
BI419331,Hona,2022,36,2022-09-11,Dalarnas län,6797604,457231,Dalarnas län,6795412.2,461567.2
BI419355,Hane,2022,37,2022-09-12,Dalarnas län,6687291,489572,Dalarnas län,6691303.954545454,480928.95454545453
BI419428,Hona,2022,36,2022-09-09,Dalarnas län,6759164,492802,Dalarnas län,6759164,492802
BI406628,Hane,2022,36,2022-09-11,Gävleborgs län,6896322,525173,Gävleborgs län,6892602.428571428,523886.4285714286
BI419406,Hona,2022,36,2022-09-10,Dalarnas län,6832586,444364,Dalarnas län,6829426.6,445916.8
BI409180,Hona,2022,37,2022-09-12,Gävleborgs län,6756927,587177,Gävleborgs län,6760195.5,585073
BI419355,Hane,2022,36,2022-09-10,Dalarnas län,6697994,475212,Dalarnas län,6691303.954545454,480928.95454545453
BI419408,Hane,2022,36,2022-09-06,Dalarnas län,6832257,384939,Dalarnas län,6828561,385048.5
BI419436,Hane,2022,36,2022-09-10,Dalarnas län,6800985,471026,Dalarnas län,6801263.6,474304.6
BI419650,Hane,2022,36,2022-09-05,Gävleborgs län,6906322,538051,Gävleborgs län,6904581.25,538505.5
BI419440,Hona,2022,37,2022-09-12,Dalarnas län,6706585,509492,Dalarnas län,6703852.6,501987.3333333333
BI419632,Hane,2022,36,2022-09-10,Gävleborgs län,6854111,533323,Gävleborgs län,6854717.47368421,551696.1578947369
BI419042,Hane,2022,37,2022-09-12,Värmlands län,6634240,433085,Värmlands län,6631750.666666667,432667.5
BI419595,Hona,2022,37,2022-09-12,Gävleborgs län,6787100,554500,Gävleborgs län,6793126,559284.8
BI419415,Hane,2022,36,2022-09-08,Dalarnas län,6761320,498228,Dalarnas län,6764931,493822.3333333333
BI419384,Hane,2022,36,2022-09-08,Dalarnas län,6761055,498570,Dalarnas län,6777652.538461538,494668.53846153844
BI409274,Hona,2022,36,2022-09-11,Gävleborgs län,6888418,527754,Gävleborgs län,6887714.25,525680.0833333334
BI419676,Hona,2022,36,2022-09-11,Gävleborgs län,6881490,528494,Gävleborgs län,6882332.5,527116.1666666666
BI080334,Hona,2022,36,2022-09-11,Gävleborgs län,6857090,532682,Gävleborgs län,6857731.571428572,531089.0714285715
BI080019,Hona,2022,36,2022-09-10,Dalarnas län,6820910,466958,Dalarnas län,6821993.705882353,471775.29411764705
BI419402,Hona,2022,36,2022-09-11,Dalarnas län,6830421,386590,Dalarnas län,6834519.571428572,383456
BI409373,Hona,2022,36,2022-09-09,Gävleborgs län,6853119,536721,Gävleborgs län,6852421.2727272725,536023.8181818182
BI419365,Hane,2022,36,2022-09-06,Dalarnas län,6795628,479409,Dalarnas län,6797836.888888889,478909.77777777775
BI419432,Hane,2022,36,2022-09-10,Dalarnas län,6737358,515293,Dalarnas län,6737474.333333333,517105.3333333333
BI409097,Hona,2022,35,2022-09-04,Dalarnas län,6825774,439358,Dalarnas län,6822051.5,441241
BI407007,Hona,2022,35,2022-09-02,Dalarnas län,6862831,403958,Dalarnas län,6869827.571428572,398532.5714285714
BI419714,Hane,2022,36,2022-09-10,Gävleborgs län,6854772,529726,Gävleborgs län,6853973.25,527035.5
BI419725,Hona,2022,37,2022-09-13,Gävleborgs län,6873611,537484,Gävleborgs län,6872709.333333333,537135.6666666666
BI419643,Hona,2022,36,2022-09-10,Gävleborgs län,6810385,541336,Gävleborgs län,6814259.9,543099.3
BI419665,Hane,2022,37,2022-09-14,Gävleborgs län,6769214,572544,Gävleborgs län,6764740.857142857,574120
BI409264,Hona,2022,37,2022-09-14,Gävleborgs län,6797413,544055,Gävleborgs län,6799471.833333333,546583.9166666666
BI419722,Hona,2022,37,2022-09-14,Gävleborgs län,6847389,506178,Gävleborgs län,6848895,507204.5
BI419626,Hane,2022,36,2022-09-10,Gävleborgs län,6777040,538344,Gävleborgs län,6777748.444444444,540025.6666666666
BI419655,Hane,2022,37,2022-09-15,Gävleborgs län,6800335,530965,Gävleborgs län,6796370.4,535375.7
BI419434,Hane,2022,36,2022-09-10,Dalarnas län,6816856,432938,Dalarnas län,6813678.5,431291
BI080323,Hona,2022,37,2022-09-14,Gävleborgs län,6878847,527439,Gävleborgs län,6880217.928571428,527381.6428571428
BI419383,Hona,2022,37,2022-09-12,Dalarnas län,6815030,437182,Dalarnas län,6807969.357142857,440497.5714285714
BI419676,Hona,2022,37,2022-09-14,Gävleborgs län,6882763,524692,Gävleborgs län,6882332.5,527116.1666666666
BI080255,Hona,2022,36,2022-09-09,Gävleborgs län,6794299,541537,Gävleborgs län,6793174.153846154,541791.0769230769
BI419458,Hona,2022,37,2022-09-14,Dalarnas län,6780480,471414,Dalarnas län,6779729,469184
BI409183,Hane,2022,37,2022-09-14,Gävleborgs län,6895876,523222,Gävleborgs län,6889457.346153846,528808.3461538461
BI415978,Hane,2022,37,2022-09-15,Dalarnas län,6747601,429075,Dalarnas län,6741622.555555556,414126.55555555556
BI419706,Hona,2022,36,2022-09-10,Gävleborgs län,6835511,510069,Gävleborgs län,6837119.7894736845,511228.5789473684
BI080239,Hona,2022,36,2022-09-10,Gävleborgs län,6898252,536711,Gävleborgs län,6897353.333333333,535782.5
BI419653,Hane,2022,37,2022-09-13,Gävleborgs län,6899732,533504,Gävleborgs län,6869713.15,575893.7
BI080137,Hona,2022,36,2022-09-06,Dalarnas län,6794821,476674,Dalarnas län,6803040.5,476887.25
BI419715,Hona,2022,36,2022-09-10,Gävleborgs län,6874737,525917,Gävleborgs län,6875479,525080.5
BI409374,Hona,2022,36,2022-09-11,Gävleborgs län,6833531,511307,Gävleborgs län,6830106.818181818,513579.0909090909
BI416535,Hane,2022,37,2022-09-12,Gävleborgs län,6873387,528190,Gävleborgs län,6863533,525910.6
BI419460,Hona,2022,37,2022-09-14,Dalarnas län,6776717,499816,Dalarnas län,6767964.166666667,497985.8333333333
BI080239,Hona,2022,37,2022-09-14,Gävleborgs län,6899403,535028,Gävleborgs län,6897353.333333333,535782.5
BI415375,Hane,2022,37,2022-09-13,Värmlands län,6736960,367697,Värmlands län,6744226,364086.5
BI409225,Hona,2022,37,2022-09-15,Gävleborgs län,6774989,596988,Gävleborgs län,6771301.666666667,595957.7777777778
BI414716,Hane,2022,37,2022-09-12,Dalarnas län,6859941,367116,Dalarnas län,6854605,369193.28571428574
BI409281,Hona,2022,37,2022-09-16,Gävleborgs län,6877843,526413,Gävleborgs län,6875175.375,526292.625
BI406269,Hane,2022,37,2022-09-13,Dalarnas län,6860434,369687,Dalarnas län,6851281.692307692,373414.76923076925
BI419433,Hane,2022,36,2022-09-11,Dalarnas län,6793764,419430,Dalarnas län,6798479,419798.5
BI409303,Hona,2022,37,2022-09-15,Gävleborgs län,6842344,477176,Gävleborgs län,6842467,477436
BI419706,Hona,2022,36,2022-09-11,Gävleborgs län,6835905,511040,Gävleborgs län,6837119.7894736845,511228.5789473684
BI419377,Hona,2022,36,2022-09-11,Dalarnas län,6847317,361708,Dalarnas län,6854130.6,364510
BI406768,Hona,2022,36,2022-09-10,Gävleborgs län,6864623,509709,Gävleborgs län,6862987.75,511420.25
BI419556,Hona,2022,37,2022-09-14,Gävleborgs län,6822162,520473,Gävleborgs län,6823312.625,519102.625
BI419706,Hona,2022,36,2022-09-11,Gävleborgs län,6835793,511200,Gävleborgs län,6837119.7894736845,511228.5789473684
BI419728,Hane,2022,37,2022-09-14,Gävleborgs län,6840120,509358,Gävleborgs län,6840000,508333
BI080392,Hona,2022,37,2022-09-14,Gävleborgs län,6881799,530371,Gävleborgs län,6877707.714285715,532375.619047619
BI419733,Hona,2022,37,2022-09-16,Gävleborgs län,6881889,530498,Gävleborgs län,6878933.666666667,535049
BI080202,Hona,2022,33,2022-08-21,Gävleborgs län,6857884,489293,Gävleborgs län,6857296.666666667,489695
BI419386,Hane,2022,37,2022-09-14,Dalarnas län,6712454,480961,Dalarnas län,6712430,478454.2
BI416180,Hane,2022,37,2022-09-12,Gävleborgs län,6810339,568628,Gävleborgs län,6810165,563158.0833333334
BI419709,Hona,2022,37,2022-09-15,Gävleborgs län,6851824,521483,Gävleborgs län,6853020.8,521479
BI040654,Hona,2022,37,2022-09-14,Dalarnas län,6760461,530336,Dalarnas län,6763660.285714285,531676.7142857143
BI408776,Hane,2022,37,2022-09-14,Värmlands län,6765860,371475,Värmlands län,6762513.6,368172.8
BI419733,Hona,2022,37,2022-09-15,Gävleborgs län,6882543,535811,Gävleborgs län,6878933.666666667,535049
BI409251,Hona,2022,37,2022-09-15,Gävleborgs län,6825962,519642,Gävleborgs län,6827430.882352941,518696.35294117645
BI419730,Hona,2022,37,2022-09-15,Gävleborgs län,6748802,587131,Gävleborgs län,6746693,584083.8
BI409264,Hona,2022,36,2022-09-09,Gävleborgs län,6797268,545201,Gävleborgs län,6799471.833333333,546583.9166666666
BI419454,Hane,2022,37,2022-09-14,Dalarnas län,6811057,489102,Dalarnas län,6811083,487597.5
BI419649,Hona,2022,37,2022-09-12,Gävleborgs län,6835747,511483,Gävleborgs län,6836590.1,510767.7
BI080058,Hane,2022,36,2022-09-09,Värmlands län,6752288,359731,Värmlands län,6751120.8,358868.6
BI416012,Hane,2022,36,2022-09-08,Gävleborgs län,6872281,505524,Gävleborgs län,6871322,506065.75
BI409251,Hona,2022,37,2022-09-15,Gävleborgs län,6826098,519844,Gävleborgs län,6827430.882352941,518696.35294117645
BI419712,Hane,2022,36,2022-09-10,Gävleborgs län,6847797,535803,Gävleborgs län,6847821,535792.5
BI416044,Hane,2022,37,2022-09-12,Dalarnas län,6891769,387149,Dalarnas län,6882060,382896.5
BI419569,Hona,2022,37,2022-09-15,Gävleborgs län,6786188,568348,Gävleborgs län,6788469.323529412,567032.4705882353
BI408956,Hona,2022,37,2022-09-15,Dalarnas län,6789054,495129,Dalarnas län,6793218.285714285,489275.1785714286
BI419390,Hane,2022,37,2022-09-13,Gävleborgs län,6803836,522046,Dalarnas län,6804060.222222222,519046.55555555556
BI419647,Hane,2022,37,2022-09-15,Gävleborgs län,6852909,535584,Gävleborgs län,6854355.25,538373.375
BI415375,Hane,2022,35,2022-09-02,Värmlands län,6751286,364500,Värmlands län,6744226,364086.5
BI419710,Hona,2022,37,2022-09-16,Gävleborgs län,6777505,584818,Gävleborgs län,6777855.666666667,581524
BI409044,Hane,2022,37,2022-09-18,Gävleborgs län,6807680,518316,Dalarnas län,6804457.666666667,520528
BI409185,Hona,2022,37,2022-09-16,Gävleborgs län,6830021,503363,Gävleborgs län,6829693.615384615,503462.53846153844
BI409374,Hona,2022,37,2022-09-14,Gävleborgs län,6830057,509954,Gävleborgs län,6830106.818181818,513579.0909090909
BI409105,Hona,2022,35,2022-08-31,Dalarnas län,6755519,533287,Dalarnas län,6753079.8,534011.4
BI419447,Hona,2022,37,2022-09-12,Dalarnas län,6882426,389815,Dalarnas län,6882426,389815
BI409094,Hona,2022,37,2022-09-16,Dalarnas län,6791266,484427,Dalarnas län,6798287.875,483705.625
BI409225,Hona,2022,37,2022-09-17,Gävleborgs län,6772804,598692,Gävleborgs län,6771301.666666667,595957.7777777778
BI419563,Hona,2022,37,2022-09-18,Gävleborgs län,6828166,526543,Gävleborgs län,6827225.083333333,526732.5
BI409175,Hona,2022,37,2022-09-16,Gävleborgs län,6835028,514544,Gävleborgs län,6838171.25,514984.25
BI419380,Hona,2022,37,2022-09-17,Dalarnas län,6818906,401753,Dalarnas län,6819624,401766.6666666667
BI419466,Hona,2022,37,2022-09-17,Dalarnas län,6812883,505651,Dalarnas län,6812883,505651
BI419471,Hona,2022,37,2022-09-18,Dalarnas län,6727589,407277,Dalarnas län,6739998,409329.375
BI080259,Hona,2022,36,2022-09-08,Gävleborgs län,6887782,522188,Gävleborgs län,6883746.833333333,518101.1666666667
BI409307,Hane,2022,37,2022-09-16,Dalarnas län,6783854,520600,Dalarnas län,6784793.304347826,530330.8695652174
BI418788,Hona,2022,37,2022-09-15,Dalarnas län,6807003,393320,Dalarnas län,6805555.444444444,389075.1111111111
BI419583,Hane,2022,37,2022-09-17,Dalarnas län,6795503,520541,Gävleborgs län,6796304.857142857,530180.5714285715
BI409067,Hane,2022,37,2022-09-18,Gävleborgs län,6835471,510800,Gävleborgs län,6831199.166666667,501757.4166666667
BI409246,Hona,2022,37,2022-09-17,Gävleborgs län,6790467,571099,Gävleborgs län,6790523.142857143,571165.8571428572
BI418608,Hona,2022,37,2022-09-17,Värmlands län,6737783,382318,Värmlands län,6739239,383944.4
BI419752,Hona,2022,37,2022-09-17,Gävleborgs län,6869004,511385,Gävleborgs län,6869004,511385
BI419742,Hona,2022,37,2022-09-16,Gävleborgs län,6830959,503343,Gävleborgs län,6830288.5,504539.5
BI409225,Hona,2022,37,2022-09-14,Gävleborgs län,6773457,592368,Gävleborgs län,6771301.666666667,595957.7777777778
BI419381,Hane,2022,37,2022-09-18,Dalarnas län,6812994,512749,Dalarnas län,6811086.5,513485.75
BI419355,Hane,2022,37,2022-09-17,Dalarnas län,6696019,475955,Dalarnas län,6691303.954545454,480928.95454545453
BI419607,Hane,2022,37,2022-09-18,Gävleborgs län,6851188,503579,Gävleborgs län,6851065.75,504536.25
BI419632,Hane,2022,37,2022-09-17,Gävleborgs län,6848790,551877,Gävleborgs län,6854717.47368421,551696.1578947369
BI080392,Hona,2022,37,2022-09-17,Gävleborgs län,6883341,532036,Gävleborgs län,6877707.714285715,532375.619047619
BI419739,Hona,2022,37,2022-09-16,Gävleborgs län,6869650,536823,Gävleborgs län,6872292,531807.5
BI419457,Hane,2022,37,2022-09-14,Dalarnas län,6762818,531148,Dalarnas län,6762827.5,531145
BI419636,Hona,2022,37,2022-09-18,Gävleborgs län,6735638,599661,Gävleborgs län,6740630.5,600754
BI419454,Hane,2022,37,2022-09-16,Dalarnas län,6811109,486093,Dalarnas län,6811083,487597.5
BI419763,Hane,2022,37,2022-09-18,Gävleborgs län,6835708,552675,Gävleborgs län,6835708,552675
BI419616,Hane,2022,37,2022-09-16,Gävleborgs län,6828035,505106,Gävleborgs län,6828659.357142857,505714.5
BI419377,Hona,2022,37,2022-09-16,Dalarnas län,6863003,358646,Dalarnas län,6854130.6,364510
BI080058,Hane,2022,36,2022-09-10,Värmlands län,6757042,359370,Värmlands län,6751120.8,358868.6
BI419394,Hane,2022,37,2022-09-14,Dalarnas län,6769883,539861,Dalarnas län,6768634.846153846,532808.1538461539
BI419707,Hane,2022,37,2022-09-17,Gävleborgs län,6829228,512814,Gävleborgs län,6826852.454545454,513444.0909090909
BI418609,Hona,2022,35,2022-09-01,Värmlands län,6756378,369229,Värmlands län,6756378,369229
BI419383,Hona,2022,37,2022-09-16,Dalarnas län,6814425,438224,Dalarnas län,6807969.357142857,440497.5714285714
BI419384,Hane,2022,36,2022-09-09,Dalarnas län,6780200,490515,Dalarnas län,6777652.538461538,494668.53846153844
BI409067,Hane,2022,37,2022-09-18,Gävleborgs län,6829402,500329,Gävleborgs län,6831199.166666667,501757.4166666667
BI409067,Hane,2022,37,2022-09-14,Gävleborgs län,6829131,510984,Gävleborgs län,6831199.166666667,501757.4166666667
BI419758,Hane,2022,37,2022-09-18,Gävleborgs län,6848796,530205,Gävleborgs län,6848196.75,532755.5
BI419647,Hane,2022,37,2022-09-17,Gävleborgs län,6854883,547645,Gävleborgs län,6854355.25,538373.375
BI419744,Hona,2022,37,2022-09-16,Gävleborgs län,6782153,582110,Gävleborgs län,6782275.5,581785.5
BI409146,Hona,2022,37,2022-09-16,Gävleborgs län,6858482,526141,Gävleborgs län,6860714,523447
BI419355,Hane,2022,37,2022-09-17,Dalarnas län,6695146,476469,Dalarnas län,6691303.954545454,480928.95454545453
BI409073,Hona,2022,37,2022-09-17,Dalarnas län,6757064,525959,Dalarnas län,6757710,526581.5
BI419727,Hona,2022,37,2022-09-14,Gävleborgs län,6871662,538046,Gävleborgs län,6871662,538046
BI419444,Hona,2022,37,2022-09-12,Dalarnas län,6807615,410495,Dalarnas län,6809436.75,411432.75
BI408992,Hona,2022,37,2022-09-17,Dalarnas län,6816562,508960,Gävleborgs län,6812324.666666667,517809.6666666667
BI419346,Hane,2022,37,2022-09-16,Dalarnas län,6769000,492000,Dalarnas län,6768045.714285715,493162.5714285714
BI419355,Hane,2022,37,2022-09-17,Dalarnas län,6698940,475216,Dalarnas län,6691303.954545454,480928.95454545453
BI419442,Hona,2022,37,2022-09-18,Dalarnas län,6784163,463179,Dalarnas län,6790172.133333334,457387.06666666665
BI409175,Hona,2022,37,2022-09-17,Gävleborgs län,6835737,511517,Gävleborgs län,6838171.25,514984.25
BI419709,Hona,2022,37,2022-09-15,Gävleborgs län,6851824,521483,Gävleborgs län,6853020.8,521479
BI419665,Hane,2022,35,2022-09-02,Gävleborgs län,6761097,573044,Gävleborgs län,6764740.857142857,574120
BI409019,Hona,2022,37,2022-09-18,Dalarnas län,6764585,484022,Dalarnas län,6761993.875,487587.125
BI419440,Hona,2022,37,2022-09-15,Dalarnas län,6702856,502102,Dalarnas län,6703852.6,501987.3333333333
BI412885,Hane,2022,37,2022-09-17,Dalarnas län,6754681,397169,Dalarnas län,6745935.25,399162
BI419365,Hane,2022,36,2022-09-11,Dalarnas län,6797726,477512,Dalarnas län,6797836.888888889,478909.77777777775
BI080215,Hona,2022,36,2022-09-09,Gävleborgs län,6888406,522284,Gävleborgs län,6882909,526547.5
BI419717,Hane,2022,37,2022-09-18,Gävleborgs län,6852131,524053,Gävleborgs län,6850411.111111111,521881.1111111111
BI419700,Hona,2022,37,2022-09-18,Gävleborgs län,6726852,596415,Gävleborgs län,6731101.347826087,593904.5652173914
BI409235,Hona,2022,37,2022-09-14,Gävleborgs län,6765763,586310,Gävleborgs län,6762540.75,584875.5
BI419461,Hona,2022,37,2022-09-15,Dalarnas län,6785715,418733,Dalarnas län,6785715,418733
BI408965,Hona,2022,36,2022-09-11,Dalarnas län,6861997,372665,Dalarnas län,6862640,371812
BI419446,Hona,2022,37,2022-09-12,Dalarnas län,6815861,483962,Gävleborgs län,6827884.5,492796.5
BI419748,Hona,2022,37,2022-09-17,Gävleborgs län,6733374,596670,Gävleborgs län,6740062.8,594644.8
BI419320,Hane,2022,37,2022-09-16,Dalarnas län,6773254,509999,Dalarnas län,6769920.384615385,515733
BI419707,Hane,2022,37,2022-09-18,Gävleborgs län,6826521,513838,Gävleborgs län,6826852.454545454,513444.0909090909
BI419372,Hona,2022,37,2022-09-15,Dalarnas län,6780918,467703,Dalarnas län,6779431.090909091,469612.45454545453
BI419629,Hane,2022,37,2022-09-17,Gävleborgs län,6828829,502237,Gävleborgs län,6829699.5,507968.8333333333
BI409266,Hona,2022,36,2022-09-08,Gävleborgs län,6885601,524404,Gävleborgs län,6892250.5,524118.25
BI409059,Hona,2022,37,2022-09-18,Dalarnas län,6861915,359462,Dalarnas län,6864726.333333333,362453.77777777775
BI409281,Hona,2022,36,2022-09-10,Gävleborgs län,6873947,526518,Gävleborgs län,6875175.375,526292.625
BI419433,Hane,2022,36,2022-09-10,Dalarnas län,6803194,420167,Dalarnas län,6798479,419798.5
BI419757,Hona,2022,37,2022-09-18,Gävleborgs län,6827591,494212,Gävleborgs län,6827828.5,493240.5
BI409287,Hona,2022,36,2022-09-11,Gävleborgs län,6804627,535078,Gävleborgs län,6806075.666666667,535963.3333333334
BI419725,Hona,2022,37,2022-09-17,Gävleborgs län,6871541,535194,Gävleborgs län,6872709.333333333,537135.6666666666
BI419415,Hane,2022,37,2022-09-17,Dalarnas län,6772323,497546,Dalarnas län,6764931,493822.3333333333
BI419641,Hane,2022,37,2022-09-16,Gävleborgs län,6762086,570411,Gävleborgs län,6764685.545454546,574047.7272727273
BI415787,Hona,2022,37,2022-09-12,Dalarnas län,6892849,373040,Dalarnas län,6893198,378855.3333333333
BI419625,Hane,2022,37,2022-09-16,Dalarnas län,6792833,519333,Dalarnas län,6787732.6,533461.2
BI419580,Hona,2022,37,2022-09-18,Gävleborgs län,6833471,556926,Gävleborgs län,6833333.6,554228.8
BI419574,Hane,2022,37,2022-09-16,Gävleborgs län,6835719,511307,Gävleborgs län,6839483.25,511841.5
BI409246,Hona,2022,37,2022-09-18,Gävleborgs län,6793504,570572,Gävleborgs län,6790523.142857143,571165.8571428572
BI419460,Hona,2022,37,2022-09-16,Dalarnas län,6773255,505911,Dalarnas län,6767964.166666667,497985.8333333333
BI419725,Hona,2022,37,2022-09-18,Gävleborgs län,6872976,538729,Gävleborgs län,6872709.333333333,537135.6666666666
